"","ID","GB_ACC","Representative.Public.ID","Gene.Title","Gene.Symbol","ENTREZ_GENE_ID","GSM9093","GSM9094","GSM9095","GSM9096","GSM9097"
"8427","208932_at","BC001416","BC001416","protein phosphatase 4, catalytic subunit","PPP4C","5531","213.7","75.6","67.2","131.6","181.2"
"8428","208933_s_at","AI659005","AI659005","lectin, galactoside-binding, soluble, 8","LGALS8","3964","66.5","68.5","87.3","115.1","91.8"
"8429","208934_s_at","AF342815","AF342815","lectin, galactoside-binding, soluble, 8","LGALS8","3964","78.5","50.7","49","33.1","42.8"
"8430","208935_s_at","L78132","L78132","lectin, galactoside-binding, soluble, 8","LGALS8","3964","53.1","40","46.9","42.9","53.4"
"8431","208936_x_at","AF074000","AF074000","lectin, galactoside-binding, soluble, 8","LGALS8","3964","110.6","52.5","94.3","58.1","76.9"
"8432","208937_s_at","D13889","D13889","inhibitor of DNA binding 1, dominant negative helix-loop-helix protein","ID1","3397","245.1","396.2","392.6","360.6","350"
"8433","208938_at","BC004913","BC004913","papillary renal cell carcinoma (translocation-associated)","PRCC","5546","72.7","71.3","76.8","106.5","100.2"
"8434","208939_at","AV682679","AV682679","selenophosphate synthetase 1","SEPHS1","22929","195.1","201.7","184.8","161.1","165.3"
"8435","208940_at","AI885670","AI885670","selenophosphate synthetase 1","SEPHS1","22929","83","88.9","137.9","101.5","113.1"
"8436","208941_s_at","BC000941","BC000941","selenophosphate synthetase 1","SEPHS1","22929","131.4","76.2","69.4","57.2","63.9"
"8437","208942_s_at","BE866511","BE866511","SEC62 homolog (S. cerevisiae)","SEC62","7095","226","368.4","605.7","439.2","382.4"
"8438","208943_s_at","U93239","U93239","SEC62 homolog (S. cerevisiae)","SEC62","7095","358.6","567.8","792.3","716","431.6"
"8439","208944_at","D50683","D50683","transforming growth factor, beta receptor II (70/80kDa)","TGFBR2","7048","754.2","967.8","681.5","572.6","363"
"8440","208945_s_at","NM_003766","NM_003766","beclin 1, autophagy related","BECN1","8678","227.9","176.9","144.4","224.1","113.1"
"8441","208946_s_at","AF139131","AF139131","beclin 1, autophagy related","BECN1","8678","223.2","272.2","223.2","263.1","221.7"
"8442","208947_s_at","U59323","U59323","UPF1 regulator of nonsense transcripts homolog (yeast)","UPF1","5976","42.1","50.4","18.2","31","8.6"
"8443","208948_s_at","BC000830","BC000830","staufen double-stranded RNA binding protein 1","STAU1","6780","566.4","549.5","518.1","544","556"
"8444","208949_s_at","BC001120","BC001120","lectin, galactoside-binding, soluble, 3","LGALS3","3958","618.7","907.8","810.2","577.1","623.5"
"8445","208950_s_at","BC002515","BC002515","aldehyde dehydrogenase 7 family, member A1","ALDH7A1","501","237.6","282.2","231.9","299","243.2"
"8446","208951_at","BC002515","BC002515","aldehyde dehydrogenase 7 family, member A1","ALDH7A1","501","142","179.3","131.9","167.7","124.5"
"8447","208952_s_at","AA811923","AA811923","La ribonucleoprotein domain family, member 4B","LARP4B","23185","125","170.1","121.4","145","108"
"8448","208953_at","AU154358","AU154358","La ribonucleoprotein domain family, member 4B","LARP4B","23185","94.1","136.7","129.1","97.8","61.4"
"8449","208954_s_at","BC003381","BC003381","La ribonucleoprotein domain family, member 4B","LARP4B","23185","166.3","135.8","128.5","127","149.8"
"8450","208955_at","AB049113","AB049113","deoxyuridine triphosphatase","DUT","1854","58.7","47.2","83.9","80.4","74.8"
"8451","208956_x_at","U62891","U62891","deoxyuridine triphosphatase","DUT","1854","451.8","644.4","777.8","683.5","794.9"
"8452","208957_at","BF439241","BF439241","endoplasmic reticulum protein 44","ERP44","23071","96.1","112.3","160.3","124.7","119.5"
"8453","208958_at","AI827677","AI827677","endoplasmic reticulum protein 44","ERP44","23071","21.8","13.8","33.6","36.1","49.6"
"8454","208959_s_at","BC005374","BC005374","endoplasmic reticulum protein 44","ERP44","23071","405.3","417.1","283.4","325.6","270.8"
"8455","208960_s_at","BE675435","BE675435","Kruppel-like factor 6","KLF6","1316","456.6","113.8","189.8","116.3","130.1"
"8456","208961_s_at","AB017493","AB017493","Kruppel-like factor 6","KLF6","1316","875.5","190","337.4","269.9","239.7"
"8457","208962_s_at","BE540552","BE540552","fatty acid desaturase 1 /// microRNA 1908","FADS1 /// MIR1908","3992 /// 100302263","251.2","189.5","175.8","219.8","364.8"
"8458","208963_x_at","BG165833","BG165833","fatty acid desaturase 1 /// microRNA 1908","FADS1 /// MIR1908","3992 /// 100302263","112.9","101.3","128.3","70.6","158.6"
"8459","208964_s_at","AL512760","AL512760","fatty acid desaturase 1 /// microRNA 1908","FADS1 /// MIR1908","3992 /// 100302263","172.1","295.1","254.3","265.1","303.6"
"8460","208965_s_at","BG256677","BG256677","interferon, gamma-inducible protein 16","IFI16","3428","179.6","99.7","104.9","119.1","96.7"
"8461","208966_x_at","AF208043","AF208043","interferon, gamma-inducible protein 16","IFI16","3428","838.5","351.9","491.6","600.4","819.6"
"8462","208967_s_at","U39945","U39945","adenylate kinase 2","AK2","204","288.2","296.2","249.9","265.4","265.6"
"8463","208968_s_at","BC002568","BC002568","cytokine induced apoptosis inhibitor 1","CIAPIN1","57019","224","219.7","161.8","213.1","245.6"
"8464","208969_at","AF050641","AF050641","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa","NDUFA9","4704","264.7","317.7","346.8","366.4","422.1"
"8465","208970_s_at","M14016","M14016","uroporphyrinogen decarboxylase","UROD","7389","211.9","301.3","305.6","318.5","369.5"
"8466","208971_at","M14016","M14016","uroporphyrinogen decarboxylase","UROD","7389","172.7","164.5","145.6","203.2","253.1"
"8467","208972_s_at","AL080089","AL080089","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)","ATP5G1","516","181.6","243.4","206.6","248.6","289.6"
"8468","208973_at","BC001072","BC001072","ERI1 exoribonuclease family member 3","ERI3","79033","30.6","109.6","63.4","96.1","137.8"
"8469","208974_x_at","BC003572","BC003572","karyopherin (importin) beta 1","KPNB1","3837","485.2","573.4","586.5","550.2","556.4"
"8470","208975_s_at","L38951","L38951","karyopherin (importin) beta 1","KPNB1","3837","112.1","110.6","159","142.4","105.6"
"8471","208977_x_at","BC004188","BC004188","tubulin, beta 4B class IVb","TUBB4B","10383","933.8","588.3","655.7","540.1","666"
"8472","208978_at","U36190","U36190","cysteine-rich protein 2","CRIP2","1397","295.3","237.9","177.4","331.5","408.8"
"8473","208979_at","AF128458","AF128458","nuclear receptor coactivator 6","NCOA6","23054","228.2","216.6","239.4","223.8","270.3"
"8474","208980_s_at","M26880","M26880","ubiquitin C","UBC","7316","6013.4","4510.7","4996","5054.5","6050.3"
"8475","208981_at","AA702701","AA702701","platelet/endothelial cell adhesion molecule 1","PECAM1","5175","157.7","183.7","199.5","165.2","214.2"
"8476","208982_at","AW574504","AW574504","platelet/endothelial cell adhesion molecule 1","PECAM1","5175","221.7","299.1","370.9","367","301.8"
"8477","208983_s_at","M37780","M37780","platelet/endothelial cell adhesion molecule 1","PECAM1","5175","212.3","89.4","123.1","106.3","59.6"
"8478","208984_x_at","BC004181","BC004181","RNA binding motif protein 10","RBM10","8241","173.8","144.7","191.5","195.4","227.1"
"8479","208985_s_at","BC002719","BC002719","eukaryotic translation initiation factor 3, subunit J","EIF3J","8669","269.9","219.6","206.2","214.3","217.4"
"8480","208986_at","AL559478","AL559478","transcription factor 12","TCF12","6938","383.9","302.5","366.4","324.6","242.4"
"8481","208987_s_at","AK024505","AK024505","lysine (K)-specific demethylase 2A","KDM2A","22992","174.1","292.7","198.1","224.6","275.7"
"8482","208988_at","BE675843","BE675843","lysine (K)-specific demethylase 2A","KDM2A","22992","72.9","136.6","137.3","147.4","158.2"
"8483","208989_s_at","AF179221","AF179221","lysine (K)-specific demethylase 2A","KDM2A","22992","101.7","85.4","77.4","87.4","66.7"
"8484","208990_s_at","AF132362","AF132362","heterogeneous nuclear ribonucleoprotein H3 (2H9)","HNRNPH3","3189","463.8","600.9","702.2","498.3","366.9"
"8485","208991_at","AA634272","AA634272","signal transducer and activator of transcription 3 (acute-phase response factor)","STAT3","6774","745.8","595","450.3","518.9","619.8"
"8486","208992_s_at","BC000627","BC000627","signal transducer and activator of transcription 3 (acute-phase response factor)","STAT3","6774","563.7","216.2","175.8","151.7","129.2"
"8487","208993_s_at","AW340788","AW340788","peptidylprolyl isomerase G (cyclophilin G)","PPIG","9360","50.9","154.7","143.5","88.1","106.2"
"8488","208994_s_at","AI638762","AI638762","peptidylprolyl isomerase G (cyclophilin G)","PPIG","9360","73.4","159.5","118.9","130.9","116.4"
"8489","208995_s_at","U40763","U40763","peptidylprolyl isomerase G (cyclophilin G)","PPIG","9360","43","5.6","30.1","21.7","25.9"
"8490","208996_s_at","BC000409","BC000409","polymerase (RNA) II (DNA directed) polypeptide C, 33kDa","POLR2C","5432","250.1","267.4","243","227.4","267.2"
"8491","208997_s_at","U82819","U82819","uncoupling protein 2 (mitochondrial, proton carrier)","UCP2","7351","147.7","147.5","115.9","135.6","182.2"
"8492","208998_at","U94592","U94592","uncoupling protein 2 (mitochondrial, proton carrier)","UCP2","7351","214.1","128.5","63.8","93.3","200.2"
"8493","208999_at","D86957","D86957","septin 8","8-Sep","23176","190.7","205.6","155.9","178.7","166.7"
"8494","209000_s_at","BC001329","BC001329","septin 8","8-Sep","23176","64","9.5","7.7","10.1","4.2"
"8495","209001_s_at","BC005398","BC005398","anaphase promoting complex subunit 13","ANAPC13","25847","432.4","541.4","629.6","533.1","591.7"
"8496","209002_s_at","BC003177","BC003177","calcium binding and coiled-coil domain 1","CALCOCO1","57658","310.2","458.5","326","393.4","383.8"
"8497","209003_at","AF070548","AF070548","solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11","SLC25A11","8402","147.2","167.3","168.1","161.7","194.1"
"8498","209004_s_at","AF142481","AF142481","F-box and leucine-rich repeat protein 5","FBXL5","26234","219.9","329.3","426.3","365.9","338.3"
"8499","209005_at","AF157323","AF157323","F-box and leucine-rich repeat protein 5","FBXL5","26234","100","217.4","184.9","215.5","230.7"
"8500","209006_s_at","AF247168","AF247168","uncharacterized LOC101928189 /// arginine/serine-rich protein 1","LOC101928189 /// RSRP1","57035 /// 101928189","126.5","74.1","94.6","103.5","38.7"
"8501","209007_s_at","AF267856","AF267856","uncharacterized LOC101928189 /// arginine/serine-rich protein 1","LOC101928189 /// RSRP1","57035 /// 101928189","311.3","306.3","458.8","395.8","294.3"
"8502","209008_x_at","U76549","U76549","keratin 8","KRT8","3856","45.4","53.6","27.3","28.4","54.4"
"8503","209009_at","BC001169","BC001169","esterase D","ESD","2098","1267.9","1156.6","1262.8","1206.3","1230.8"
"8504","209010_s_at","AI797657","AI797657","trio Rho guanine nucleotide exchange factor","TRIO","7204","3.8","2.3","11.6","3.8","5.2"
"8505","209011_at","BF223718","BF223718","trio Rho guanine nucleotide exchange factor","TRIO","7204","283.1","235.3","170.6","258.1","129.9"
"8506","209012_at","AV718192","AV718192","trio Rho guanine nucleotide exchange factor","TRIO","7204","102.8","96.5","126","130.1","89.5"
"8507","209013_x_at","AF091395","AF091395","trio Rho guanine nucleotide exchange factor","TRIO","7204","158.6","60.8","65.9","72.1","39.6"
"8508","209014_at","AF217963","AF217963","melanoma antigen family D, 1","MAGED1","9500","1279.5","743.4","444.4","697.7","819.2"
"8509","209015_s_at","BC002446","BC002446","DnaJ (Hsp40) homolog, subfamily B, member 6","DNAJB6","10049","140.5","144","101.3","143.8","140"
"8510","209016_s_at","BC002700","BC002700","keratin 7","KRT7","3855","2.2","5.9","1.5","3.6","1.6"
"8511","209017_s_at","U02389","U02389","lon peptidase 1, mitochondrial","LONP1","9361","153.5","116.6","105.5","130.6","157.8"
"8512","209018_s_at","BF432478","BF432478","PTEN induced putative kinase 1","PINK1","65018","214.9","202.6","185.8","215.8","190.2"
"8513","209019_s_at","AF316873","AF316873","PTEN induced putative kinase 1","PINK1","65018","344.9","259.7","210.9","250.5","252.6"
"8514","209020_at","AF217514","AF217514","oxidative stress responsive serine-rich 1","OSER1","51526","166.9","156.1","134.2","141.2","156.6"
"8515","209021_x_at","BC001331","BC001331","autophagy related 13","ATG13","9776","165.1","14.3","11.3","38.4","40.6"
"8516","209022_at","AK026678","AK026678","stromal antigen 2","STAG2","10735","297.1","368.1","612.5","512.6","374.9"
"8517","209023_s_at","BC001765","BC001765","stromal antigen 2","STAG2","10735","48.9","115.8","173.7","150.7","181.2"
"8518","209024_s_at","AI472757","AI472757","synaptotagmin binding, cytoplasmic RNA interacting protein","SYNCRIP","10492","170.5","165","113.2","115.8","109.5"
"8519","209025_s_at","AF037448","AF037448","synaptotagmin binding, cytoplasmic RNA interacting protein","SYNCRIP","10492","97.5","92.7","82.6","105.6","81.3"
"8520","209026_x_at","AF141349","AF141349","tubulin, beta class I","TUBB","203068","2738.1","1490.8","1565.1","1272.1","1395.5"
"8521","209027_s_at","BF673013","BF673013","abl-interactor 1","ABI1","10006","171.2","112.1","148.2","111.5","57.9"
"8522","209028_s_at","AF006516","AF006516","abl-interactor 1","ABI1","10006","97.1","90.1","140.6","84","77.2"
"8523","209029_at","AF193844","AF193844","COP9 signalosome subunit 7A","COPS7A","50813","249.6","221.8","174.2","213.8","218.3"
"8524","209030_s_at","NM_014333","NM_014333","cell adhesion molecule 1","CADM1","23705","390.2","137.1","88.3","254.5","334.1"
"8525","209031_at","AL519710","AL519710","cell adhesion molecule 1","CADM1","23705","285.5","103.7","104.1","377.2","445.5"
"8526","209032_s_at","AF132811","AF132811","cell adhesion molecule 1","CADM1","23705","112.1","45.9","74.2","71.2","87.9"
"8527","209033_s_at","D86550","D86550","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A","DYRK1A","1859","412.5","410.5","458.4","459.5","360.3"
"8528","209034_at","AF279899","AF279899","proline-rich nuclear receptor coactivator 1","PNRC1","10957","357.5","293","250.3","306.6","141.5"
"8529","209035_at","M69148","M69148","midkine (neurite growth-promoting factor 2)","MDK","4192","316.4","158.2","171.2","221.1","195.9"
"8530","209036_s_at","BC001917","BC001917","malate dehydrogenase 2, NAD (mitochondrial)","MDH2","4191","404.9","436.2","284.6","357.9","334.2"
"8531","209037_s_at","AW182860","AW182860","EH-domain containing 1","EHD1","10938","35.6","20.9","40.8","24.6","28.1"
"8532","209038_s_at","AL579035","AL579035","EH-domain containing 1","EHD1","10938","44.8","62.4","39.3","39.8","67.7"
"8533","209039_x_at","AF001434","AF001434","EH-domain containing 1","EHD1","10938","254.4","243.1","261.8","247.8","330.8"
"8534","209040_s_at","U17496","U17496","proteasome (prosome, macropain) subunit, beta type, 8","PSMB8","5696","170.1","113.4","179.3","119.4","168.2"
"8535","209041_s_at","BG395660","BG395660","ubiquitin-conjugating enzyme E2G 2","UBE2G2","7327","120.5","120.8","147.3","77","94.9"
"8536","209042_s_at","BC001738","BC001738","ubiquitin-conjugating enzyme E2G 2","UBE2G2","7327","260.7","214.5","222.7","203.8","239"
"8537","209043_at","AF033026","AF033026","3'-phosphoadenosine 5'-phosphosulfate synthase 1","PAPSS1","9061","497.4","356.5","312.9","350.9","408"
"8538","209044_x_at","BC004273","BC004273","splicing factor 3b, subunit 4, 49kDa","SF3B4","10262","158.6","271.9","242.4","217.1","235.8"
"8539","209045_at","AF195530","AF195530","X-prolyl aminopeptidase (aminopeptidase P) 1, soluble","XPNPEP1","7511","122.1","210.1","219.7","282.8","267.3"
"8540","209046_s_at","AB030710","AB030710","GABA(A) receptor-associated protein-like 2","GABARAPL2","11345","692.9","615.3","623.8","693.1","506.6"
"8541","209047_at","AL518391","AL518391","aquaporin 1 (Colton blood group)","AQP1","358","258","931.2","381.6","735.7","849.3"
"8542","209048_s_at","AB032951","AB032951","zinc finger, MYND-type containing 8","ZMYND8","23613","135.8","104.2","128.3","183.3","209.8"
"8543","209049_s_at","BC001004","BC001004","zinc finger, MYND-type containing 8","ZMYND8","23613","91.8","108.5","102.5","110.8","96.9"
"8544","209050_s_at","AI421559","AI421559","ral guanine nucleotide dissociation stimulator","RALGDS","5900","225.6","175","192.2","141.7","230.5"
"8545","209051_s_at","AF295773","AF295773","ral guanine nucleotide dissociation stimulator","RALGDS","5900","70.8","91.6","92.7","60","128"
"8546","209052_s_at","BF111870","BF111870","Wolf-Hirschhorn syndrome candidate 1","WHSC1","7468","29.5","6.3","26.7","6.6","5.2"
"8547","209053_s_at","BE793789","BE793789","Wolf-Hirschhorn syndrome candidate 1","WHSC1","7468","32.2","3.7","4.8","6.1","4"
"8548","209054_s_at","AF083389","AF083389","Wolf-Hirschhorn syndrome candidate 1","WHSC1","7468","51.9","104.4","105.3","77.1","98.1"
"8549","209055_s_at","AW268817","AW268817","cell division cycle 5-like","CDC5L","988","88.2","57.3","59.7","38.7","41.7"
"8550","209056_s_at","NM_001253","NM_001253","cell division cycle 5-like","CDC5L","988","76.8","84.3","132.7","108.1","92.8"
"8551","209057_x_at","AB007892","AB007892","cell division cycle 5-like","CDC5L","988","55.1","108.3","119.9","103.4","123.2"
"8552","209058_at","AB002282","AB002282","endothelial differentiation-related factor 1","EDF1","8721","490.6","418.8","477","489.3","744.7"
"8553","209059_s_at","AB002282","AB002282","endothelial differentiation-related factor 1","EDF1","8721","421.3","378.1","339.9","483.5","652"
"8554","209060_x_at","AI438999","AI438999","nuclear receptor coactivator 3","NCOA3","8202","48.6","40.1","57.4","31.5","34.7"
"8555","209061_at","AI761748","AI761748","nuclear receptor coactivator 3","NCOA3","8202","118.1","80.1","82.5","118","71.3"
"8556","209062_x_at","AF010227","AF010227","nuclear receptor coactivator 3","NCOA3","8202","36","23.5","57.1","51.9","72.6"
"8557","209063_x_at","BF248165","BF248165","poly(A) binding protein interacting protein 1","PAIP1","10605","181.6","281.2","283.5","246.4","171.5"
"8558","209064_x_at","AL136920","AL136920","poly(A) binding protein interacting protein 1","PAIP1","10605","59.4","161.4","164.5","75.3","86"
"8559","209065_at","BC005230","BC005230","ubiquinol-cytochrome c reductase binding protein","UQCRB","7381","78.9","64.6","82.4","110.2","86.8"
"8560","209066_x_at","M26700","M26700","ubiquinol-cytochrome c reductase binding protein","UQCRB","7381","1885.7","1286.5","2237","1532.3","1988.5"
"8561","209067_s_at","D89092","D89092","heterogeneous nuclear ribonucleoprotein D-like","HNRNPDL","9987","849.3","457.7","640.8","435.8","330"
"8562","209068_at","D89678","D89678","heterogeneous nuclear ribonucleoprotein D-like","HNRNPDL","9987","164.3","269.7","357.6","256.2","219.4"
"8563","209069_s_at","BC001124","BC001124","H3 histone, family 3A /// H3 histone, family 3B (H3.3B) /// microRNA 4738","H3F3A /// H3F3B /// MIR4738","3020 /// 3021 /// 100616282","3063.8","1778.3","1766.9","1519.8","1420.1"
"8564","209070_s_at","AI183997","AI183997","regulator of G-protein signaling 5","RGS5","8490","780.7","648.1","1032.9","766.7","507.7"
"8565","209071_s_at","AF159570","AF159570","regulator of G-protein signaling 5","RGS5","8490","890.4","1905.8","2211.6","2112.2","2769.6"
"8566","209072_at","M13577","M13577","myelin basic protein","MBP","4155","16.4","11.7","16.5","20.4","36.5"
"8567","209073_s_at","AF015040","AF015040","uncharacterized LOC101928143 /// uncharacterized LOC101930388 /// numb homolog (Drosophila)","LOC101928143 /// LOC101930388 /// NUMB","8650 /// 101928143 /// 101930388","101.7","162.6","173.8","127.2","82.1"
"8568","209074_s_at","AL050264","AL050264","family with sequence similarity 107, member A","FAM107A","11170","35","75.1","78","116.1","63.9"
"8569","209075_s_at","AY009128","AY009128","iron-sulfur cluster assembly enzyme","ISCU","23479","595.3","760.8","1037.1","848","784.5"
"8570","209076_s_at","BC000974","BC000974","WD repeat domain 45B","WDR45B","56270","322.8","475.7","348.7","326.5","273.5"
"8571","209077_at","AL022313","AL022313","thioredoxin 2","TXN2","25828","172","194","157.7","122.9","239.8"
"8572","209078_s_at","AF276920","AF276920","thioredoxin 2","TXN2","25828","182.7","141.5","145.2","203","173.9"
"8573","209079_x_at","AF152318","AF152318","protocadherin gamma subfamily A, 1 /// protocadherin gamma subfamily A, 10 /// protocadherin gamma subfamily A, 11 /// protocadherin gamma subfamily A, 12 /// protocadherin gamma subfamily A, 2 /// protocadherin gamma subfamily A, 3 /// protocadherin gamma subfamily A, 4 /// protocadherin gamma subfamily A, 5 /// protocadherin gamma subfamily A, 6 /// protocadherin gamma subfamily A, 7 /// protocadherin gamma subfamily A, 8 /// protocadherin gamma subfamily A, 9 /// protocadherin gamma subfamily B, 1 /// protocadherin gamma subfamily B, 2 /// protocadherin gamma subfamily B, 3 /// protocadherin gamma subfamily B, 4 /// protocadherin gamma subfamily B, 5 /// protocadherin gamma subfamily B, 6 /// protocadherin gamma subfamily B, 7 /// protocadherin gamma subfamily C, 3 /// protocadherin gamma subfamily C, 4 /// protocadherin gamma subfamily C, 5","PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5","5098 /// 8641 /// 9708 /// 26025 /// 56097 /// 56098 /// 56099 /// 56100 /// 56101 /// 56102 /// 56103 /// 56104 /// 56105 /// 56106 /// 56107 /// 56108 /// 56109 /// 56110 /// 56111 /// 56112 /// 56113 /// 56114","418.2","684.9","386.6","678.7","582.2"
"8574","209080_x_at","AF118652","AF118652","glutaredoxin 3","GLRX3","10539","315.4","166.8","231.2","191.6","185.1"
"8575","209081_s_at","NM_030582","NM_030582","collagen, type XVIII, alpha 1","COL18A1","80781","391.5","115","78.5","212.2","222.6"
"8576","209082_s_at","AF018081","AF018081","collagen, type XVIII, alpha 1","COL18A1","80781","279.2","140.5","109.8","228.3","224.2"
"8577","209083_at","U34690","U34690","coronin, actin binding protein, 1A","CORO1A","11151","53.8","35.1","14.9","28.6","36.3"
"8578","209084_s_at","BE504689","BE504689","RAB28, member RAS oncogene family","RAB28","9364","38.5","59.4","44.1","48.4","53.9"
"8579","209085_x_at","L14922","L14922","replication factor C (activator 1) 1, 145kDa","RFC1","5981","91.2","94.8","146.1","116.5","68.2"
"8580","209086_x_at","BE964361","BE964361","melanoma cell adhesion molecule /// microRNA 6756","MCAM /// MIR6756","4162 /// 102465453","369.6","174.1","78.6","149.6","184.4"
"8581","209087_x_at","AF089868","AF089868","melanoma cell adhesion molecule","MCAM","4162","639.6","610.1","444","547.9","559.7"
"8582","209088_s_at","T70262","T70262","ubinuclein 1","UBN1","29855","46","111.4","70.1","69.7","102.7"
"8583","209089_at","BC001267","BC001267","RAB5A, member RAS oncogene family","RAB5A","5868","420.4","516.2","486.8","539.1","436.4"
"8584","209090_s_at","AL049597","AL049597","SH3-domain GRB2-like endophilin B1","SH3GLB1","51100","364.6","558.4","582.5","428.3","371.1"
"8585","209091_s_at","AF263293","AF263293","SH3-domain GRB2-like endophilin B1","SH3GLB1","51100","478.1","184.7","233.2","238","193.5"
"8586","209092_s_at","AF061730","AF061730","glyoxalase domain containing 4","GLOD4","51031","213.2","167.8","200.3","162.3","143.4"
"8587","209093_s_at","K02920","K02920","glucosidase, beta, acid /// glucosidase, beta, acid pseudogene 1","GBA /// GBAP1","2629 /// 2630","120.9","119.7","100.5","104.1","140.4"
"8588","209094_at","AL078459","AL078459","dimethylarginine dimethylaminohydrolase 1","DDAH1","23576","443.9","506.2","416.6","514","480.4"
"8589","209095_at","J03620","J03620","dihydrolipoamide dehydrogenase","DLD","1738","149.7","231.1","323.2","263.2","265.6"
"8590","209096_at","U62136","U62136","ubiquitin-conjugating enzyme E2 variant 2","UBE2V2","7336","347.1","107.2","154.4","174.8","145.2"
"8591","209097_s_at","BF056748","BF056748","jagged 1","JAG1","182","1.3","8.3","6.2","3.6","5.7"
"8592","209098_s_at","U61276","U61276","jagged 1","JAG1","182","58","98.6","98.8","44.6","42.9"
"8593","209099_x_at","U73936","U73936","jagged 1","JAG1","182","124.4","279.8","249.9","375.9","400.6"
"8594","209100_at","BC001327","BC001327","interferon-related developmental regulator 2","IFRD2","7866","97.9","328.4","182.8","213.3","120.2"
"8595","209101_at","M92934","M92934","connective tissue growth factor","CTGF","1490","2454.3","381.7","385.3","1084.8","745.8"
"8596","209102_s_at","AF019214","AF019214","HMG-box transcription factor 1","HBP1","26959","258.5","399.2","422.8","470","250.8"
"8597","209103_s_at","BC001049","BC001049","ubiquitin fusion degradation 1 like (yeast)","UFD1L","7353","239.8","191.7","239.6","245.5","339.1"
"8598","209104_s_at","BC000009","BC000009","NHP2 ribonucleoprotein","NHP2","55651","386.5","508.3","379.8","375.8","443.4"
"8599","209105_at","AI672428","AI672428","nuclear receptor coactivator 1","NCOA1","8648","71.1","49.8","55.2","45.5","24.8"
"8600","209106_at","BF576458","BF576458","nuclear receptor coactivator 1","NCOA1","8648","94.8","131.7","176.1","156.2","130.9"
"8601","209107_x_at","U19179","U19179","nuclear receptor coactivator 1","NCOA1","8648","195.1","450.6","522","405.1","482.3"
"8602","209108_at","AF053453","AF053453","tetraspanin 6","TSPAN6","7105","246.3","200.4","157.1","175.3","116.6"
"8603","209109_s_at","U84895","U84895","tetraspanin 6","TSPAN6","7105","159.4","132.3","163.3","109.1","72.6"
"8604","209110_s_at","AL050259","AL050259","ral guanine nucleotide dissociation stimulator-like 2","RGL2","5863","255.8","328.5","311.6","429.2","380"
"8605","209111_at","BC004155","BC004155","ring finger protein 5, E3 ubiquitin protein ligase /// ring finger protein 5, E3 ubiquitin protein ligase pseudogene 1","RNF5 /// RNF5P1","6048 /// 286140","142.4","132.8","129.9","129.3","127.9"
"8606","209112_at","BC001971","BC001971","cyclin-dependent kinase inhibitor 1B (p27, Kip1)","CDKN1B","1027","75.3","218.4","334.6","193.8","139.5"
"8607","209113_s_at","AF288679","AF288679","high mobility group 20B","HMG20B","10362","105.6","160.9","87.4","121.8","178.3"
"8608","209114_at","AF133425","AF133425","tetraspanin 1","TSPAN1","10103","8.8","62.6","33.8","10.7","16.4"
"8609","209115_at","AL117566","AL117566","ubiquitin-like modifier activating enzyme 3","UBA3","9039","138.8","158.4","229.7","258.9","154.9"
"8610","209116_x_at","M25079","M25079","hemoglobin, beta","HBB","3043","148.2","214.1","237","276.2","232"
"8611","209117_at","U79458","U79458","WW domain binding protein 2","WBP2","23558","188.6","219","212.1","234.3","223.3"
"8612","209118_s_at","AF141347","AF141347","tubulin, alpha 1a","TUBA1A","7846","2613.2","3019.9","2728.7","2290.8","2860.3"
"8613","209119_x_at","AV703465","AV703465","nuclear receptor subfamily 2, group F, member 2","NR2F2","7026","36.2","78.8","71.7","95.6","96.9"
"8614","209120_at","AL037401","AL037401","nuclear receptor subfamily 2, group F, member 2","NR2F2","7026","418.5","453.4","628.5","670.8","359.9"
"8615","209121_x_at","M64497","M64497","nuclear receptor subfamily 2, group F, member 2","NR2F2","7026","718.8","968.9","830.9","720.7","336.7"
"8616","209122_at","BC005127","BC005127","perilipin 2","PLIN2","123","138.1","103","145.3","187","136.2"
"8617","209123_at","BC000576","BC000576","quinoid dihydropteridine reductase","QDPR","5860","52.4","118.2","122","134.7","128"
"8618","209124_at","U70451","U70451","myeloid differentiation primary response 88","MYD88","4615","249.5","201.4","189.1","222","287.8"
"8619","209125_at","J00269","J00269","keratin 6A","KRT6A","3853","2.1","3.7","28.2","6.8","5.3"
"8620","209126_x_at","L42612","L42612","keratin 6B","KRT6B","3854","33.6","32.6","42.4","7.8","34.6"
"8621","209127_s_at","AW173076","AW173076","squamous cell carcinoma antigen recognized by T cells 3","SART3","9733","62.5","86","64.7","33.6","10.6"
